Devices;Sensors;Databases;QuerySenders;Links;Real Initialization Time;Real Simulation Time;Simulation Time;Sent Packages;Traffic In Kilobytes;SentDatabasePackages;SentSamplePackages;SentDIOPackages;SentDAOPackages;ForwardedPackages;SamplesMade;QueriesMade;
0.0;0.0;0.0;0.0;0.0;828.6258971173983;941.9603209123859;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;201.19262546241984;265.98290719694194;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;25.43387622881342;41.6264619147675;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;28.628623779274328;46.166450627856605;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;166.296558757376;560.029761113937;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;19.390115071860713;53.17873484143047;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;16.472698544618567;36.42535896922113;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;8.499685264916518;25.396825396825378;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;8.053242642155693;25.48987884584073;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;7.505233848116214;20.877026006012915;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;7.93004509948776;18.454260962562866;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;7.047916105112961;22.43372153671593;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;7.3005075787358145;22.375624118136823;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;6.418510833075941;27.8584187076387;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;6.8169236765797026;24.532580132996667;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;5.950088320444131;16.112509743480295;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;5.0666382433180805;14.005699520814241;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;4.015985863322557;13.884168460707784;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;10.560303560089508;17.04031756193979;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;7.071026396025969;12.768507798931328;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;4.666020201572252;9.814101666742092;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;3.8588996571469676;10.619572566006834;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2.34535990303271;15.253077507738281;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;7.6887973361877595;18.535128426283123;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;3.7726454162502723;14.810532510394928;6.505213034913023E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
