Devices;Sensors;Databases;QuerySenders;Links;DODAG Links;RealInitDuration;RealSimDuration;SimDuration;SentPackages;TrafficInKBytes;SentDatabasePackages;SentSamplePackages;SentDIOPackages;SentDAOPackages;ForwardedPackages;SamplesMade;QueriesMade;
0.0;NaN;0.0;NaN;0.0;todo;33.33333333333333;16.112100535524448;27.936303347885122;0.0;0.0;NaN;NaN;0.0;0.0;NaN;NaN;NaN
