Devices;Sensors;Databases;QuerySenders;Links;DODAG Links;RealInitDuration;RealSimDuration;SimDuration;SentPackages;TrafficInKBytes;SentDatabasePackages;SentSamplePackages;SentDIOPackages;SentDAOPackages;ForwardedPackages;SamplesMade;QueriesMade;
5.0;0.0;5.0;0.0;4.0;todo;0.0030000000000000005;0.014333333333333332;0.010333333333333333;8.0;0.328;0.0;0.0;4.0;4.0;0.0;0.0;0.0
